respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children
2480,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
2481,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0898447634583905,0.0,1.0,0.0,2.0,1.0,0.0,0.0
2482,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2483,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0
2484,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
2485,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,5.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
2486,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0
2487,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0
2488,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0
2489,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
2490,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2491,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,1.1195957953257927,0.0,1.0,0.6389916001129603,9.0,0.0,2.0,3.0
2492,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0
2493,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.268026254005435,0.1368829088023387,0.13642989791584476,4.0,4.0,5.0,4.0,4.0,2.129847987572532,4.0,1.9368833190939572,0.0,1.0,1.1265736628423992,0.3878923435256906,0.31598044792553776,0.6575057692936295,5.0,2.0,0.7025943296139652,0.5862343921614926
2494,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2495,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0
2496,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0
2497,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0
2498,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,5.0,3.0,1.0,3.0,2.0,0.0,0.0,1.1757151703317872,0.0,1.0,0.0,4.0,2.0,0.0,0.0
2499,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0
2500,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,6.0,2.0,1.0,0.0
2501,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0
2502,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,2.0,5.0,4.0,4.0,2.0,1.9079871415958074,0.0,0.0,1.1866036190081004,0.38015210562725255,0.3399529545697595,0.6896508944352269,6.0,2.0,1.0,1.0
2503,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,1.0,1.1773358150509556,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2504,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25269335975750695,0.11359564689013396,0.09949185987464283,3.9151517085308987,2.3008557771733016,2.195669082948996,3.9610523975823386,2.5710916948034264,2.193412199598301,0.0,1.9355242045388896,0.0,0.0,1.2000925210189204,0.3753771355947553,0.3461455021970244,0.7039070887315853,6.0,1.0,2.0,0.0
2505,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
2506,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1367457403665957,0.20570700415141502,0.23466409920507827,0.10075021627439014,0.09450347121806578,3.916322876307745,2.236113746140399,2.2272606448417926,3.891087406877725,2.510570348524454,2.1753753294538303,4.0,1.9727913480469703,1.0,1.0,1.1929811227592166,0.39864504522864935,0.32510893698339616,0.7149768820354929,6.0,2.0,1.0,1.0
2507,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
2508,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0
2509,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0
2510,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,2.0,1.0,0.0
2511,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2512,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
2513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0
2514,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0
2515,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23505062467654522,0.0,0.0,4.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
2516,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0
2517,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
2518,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0
2519,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,5.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0
2520,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2521,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,5.0,4.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2522,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,4.0,5.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0
2523,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,1.88415276401485,0.0,0.0,1.1640334022854364,1.0,0.23151182515404461,0.0,9.0,0.0,1.0,0.0
2524,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0
2525,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6928425972066302,9.0,1.0,3.0,2.0
2526,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,3.0
2527,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,4.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
2528,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
2529,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,1.0,0.0
2530,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,1.1561839486103311,0.0,0.0,1.0,9.0,0.0,0.0,0.0
2531,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0
2532,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0
2533,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0
2534,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
2535,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
2536,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1.157186656554187,1.0,0.0,1.0,7.0,2.0,2.0,0.0
2537,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2538,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,1.0,3.0,1.0
2539,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,5.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0
2540,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,2.0,5.0,5.0,4.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,7.0,1.0,1.0,3.0
2541,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0
2542,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0
2543,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0
2544,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0
2545,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,0.0
2546,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
2547,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0
2548,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6780961049355,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0
2549,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,3.0
2550,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0
2551,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.1663115181813745,0.0,0.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
2552,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25362222677187557,0.37805036510298967,0.0,0.0,0.0,4.0,2.0,2.0,5.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0
2553,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
2554,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0
2555,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2556,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
2557,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
2558,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
2559,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0
2560,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.097404019624792,0.0,0.22956006215908206,1.0,5.0,0.0,0.0,3.0
2561,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,1.0,0.0
2562,1.0,1.0,0.0,0.0,0.09107708692186392,0.0,0.0,0.0,0.0,0.0,0.0,0.20991771431670925,0.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2563,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2590678231395488,0.37000090757522236,0.0,0.0,0.0,3.0,4.0,4.0,5.0,5.0,5.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,9.0,1.0,1.0,0.0
2564,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,2.0
2565,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,5.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0
2566,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
2567,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0
2568,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0691528647400828,1.0,0.21916961611365296,1.0,5.0,2.0,1.0,2.0
2569,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0
2570,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,5.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0719540943569008,1.0,0.0,0.0,7.0,1.0,1.0,0.0
2571,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0
2572,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0819592084804666,1.0,0.0,1.0,9.0,1.0,1.0,2.0
2573,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
2574,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.7936802432673478,0.0,0.0,1.0783968292510053,0.524297805144286,0.25800868753204675,0.627660026951189,0.0,2.0,1.0,2.0
2575,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6129708130684396,2.0,0.0,1.0,0.0
2576,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0
2577,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,2.0
2578,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2579,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0
2580,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0
