respondent_id,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children
5191,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3835493002967992,0.0,1.0,0.0,4.0,5.0,4.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0
5192,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0
5193,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,3.0,0.0,1.0,1.1019103056329476,1.0,0.0,1.0,2.0,1.0,1.0,2.0
5194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0
5195,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0
5196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
5197,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5198,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
5199,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0
5200,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,3.0,0.0,1.0,1.104177302688731,1.0,0.12956452179290512,0.5957415365926417,3.0,1.0,2.0,0.0
5201,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.326272695607763,0.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0
5202,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3193533694386692,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
5203,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5204,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0
5205,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0
5206,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0
5207,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5208,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0
5209,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.6583832274161762,0.0,1.0,7.0,2.0,2.0,0.0
5210,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0
5211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0
5212,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.29471823359413307,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
5213,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0
5214,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
5215,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0
5217,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
5218,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0
5219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0
5220,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25384812563952863,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0
5221,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,1.0,0.0
5222,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
5223,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0
5224,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0
5225,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
5226,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5227,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0
5228,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
5229,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,1.1430178284950094,1.0,0.0,1.0,2.0,1.0,1.0,0.0
5230,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0
5231,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
5232,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0
5233,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
5234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3961370521218763,0.10238681775737403,0.1119196542084396,5.0,2.0,2.0,1.0,1.8722945653890464,2.0,0.0,1.1480063230542474,0.6095921588297666,0.24008193536196953,0.6289671394039288,6.0,2.0,0.93161846644888,0.47532965328288257
5235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0
5236,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0
5237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0
5238,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0
5239,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0
5240,0.0,0.7365247824923304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5241,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0
5242,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,2.0,0.0
5243,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
5244,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
5245,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,2.0,1.0,0.0
5246,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.407213324233215,0.10146900078552751,0.11571756898507611,3.0,4.0,2.0,2.0,1.9085428604508514,0.0,0.0,1.1761771217763046,0.5672145312077038,0.27225187243144644,0.5663640699055154,6.0,1.0,0.0,0.0
5247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0
5248,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0
5249,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
5250,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.28709450247438256,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.1841644678084111,0.0,1.0,1.0,3.0,2.0,0.0,0.0
5251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0
5252,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0
5253,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,1.1546742626720183,0.0,0.0,0.0,9.0,0.0,0.0,0.0
5254,0.0,0.6780249230452551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,2.0,0.0,0.0,1.1647891148739873,0.0,1.0,0.0,0.0,2.0,3.0,0.0
5255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5256,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,1.1392341641773336,0.0,0.0,0.0,6.0,1.0,1.0,0.0
5257,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0
5258,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0
5259,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,4.0,3.0,0.0,1.0,1.1529731347085441,1.0,0.0,1.0,6.0,1.0,1.0,0.0
5260,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
5261,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0
5262,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,2.0
5263,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0
5264,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
5265,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5266,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,1.1768330409285928,1.0,0.0,0.0,6.0,2.0,1.0,0.0
5267,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0
5268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30778868520610314,0.11976419235560731,0.20324222647295473,4.0,2.0,1.8167601651693854,4.0,1.9216975070227125,0.0,0.0,1.1787419007022386,0.6320398816078399,0.23753912849972023,0.5955168945335484,5.0,0.0,1.0,0.0
5269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0
5270,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,3.0,1.934775181200187,0.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
5271,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
5272,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
5273,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,8.0,2.0,1.0,0.0
5274,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0
5275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0
5276,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
5277,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
5278,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0
5279,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0
5280,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,1.169150928420251,0.0,0.0,0.0,6.0,0.0,1.0,0.0
5281,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
5282,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5283,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.26204239336395146,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0
5284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,1.1038981187569592,0.5680997634106004,1.0,1.0,1.0,1.0,1.0,0.0
5285,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2554190139968821,0.0,0.0,0.0,4.0,2.0,2.0,4.0,1.8811668369255756,2.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0
5286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
5287,0.0,1.0,0.0,1.0,0.3399258788463981,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,8.0,0.0,2.0,0.0
5288,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
5289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,1.1298993386522067,0.0,0.19951315681443618,0.0,5.0,0.0,0.0,0.0
5290,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.27309479654109153,1.0,0.0,0.0,5.0,4.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
5291,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0
5292,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0
5293,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
5294,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,4.0,3.0,0.0,0.0,1.1545943030998862,0.0,1.0,0.0,8.0,2.0,0.0,0.0
5295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31187760176194135,0.0,0.0,0.0,4.0,4.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0
5296,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,4.0,2.0,0.0,0.0,1.1413214833040957,0.0,0.0,0.0,3.0,1.0,0.0,0.0
5297,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0
5298,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
5299,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0
5300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,9.0,1.0,1.0,0.0
5301,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3336535968488614,1.0,0.0,0.0,5.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5302,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0
5303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0
5304,0.0,1.0,0.0,1.0,0.0,1.0,0.7309327217813314,0.34335835594365127,0.3066465035458969,0.11096735216399466,0.16655626134406126,4.170883912788895,2.547948676869162,1.8504989126608955,3.0,2.1043702331284315,0.0,0.0,1.211155141630582,0.5659661928370447,0.20243728152914264,0.5351576071160778,5.0,2.0,0.0,0.0
5305,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5306,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,3.0,0.0,1.0,1.2259836460242872,1.0,0.0,0.0,3.0,0.0,1.0,0.0
5307,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
5308,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
5309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0
5310,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5311,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,5.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0
5312,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0
5313,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0
5314,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0
5315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.1485053341874076,1.0,0.0,0.0,4.0,0.0,1.0,0.0
