respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,chronic_med_condition,child_under_6_months,health_worker,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children
7324,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0
7325,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0
7326,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3318744465190428,1.0,0.0,0.0,5.0,4.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,1.0,0.0
7327,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,0.0
7328,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
7329,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
7330,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,3.0,2.0,1.0,1.0889299649631563,0.0,1.0,0.0,0.0,2.0,1.0,0.0
7331,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0
7332,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.7514611846413686,1.0,1.0,0.0,0.0,4.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
7333,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
7334,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0
7335,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.29657514838937604,0.0,0.0,0.0,3.0,1.0,4.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
7336,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,3.0
7337,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0
7338,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
7339,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2815264148959523,1.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0
7340,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0
7341,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.28004120304103486,1.0,0.0,0.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.3443749849955926,0.0,4.0,2.0,1.0,0.0
7342,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0
7343,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0
7344,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
7345,3.0,1.0,0.0,1.0,0.0,1.0,0.33259020527971456,1.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0,1.1444020840621116,1.0,0.0,0.0,5.0,1.0,1.0,0.0
7346,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0
7347,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
7348,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0
7349,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0
7350,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23311125765460272,0.0,0.0,0.0,3.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0
7351,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0
7352,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
7353,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0
7354,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0
7355,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
7356,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
7357,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
7358,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0
7359,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.22684537478494987,0.0,0.0,0.0,3.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
7360,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.21661088290095482,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0
7361,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0
7362,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0
7363,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,6.0,2.0,1.0,0.0
7364,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0
7365,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
7366,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,1.0,2.0,0.0,0.0,1.195368951400675,1.0,0.18557219450349005,1.0,0.0,0.0,1.0,0.0
7367,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,0.16318192595563083,0.0,9.0,0.0,1.0,0.0
7368,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
7369,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
7370,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0
7371,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
7372,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
7373,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0,3.0
7374,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0
7375,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0
7376,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,2.0,1.0,0.0
7377,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,1.0,2.0
7378,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.20608514835563252,0.2923225443888372,0.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.7495246792668745,1.0,1.0,3.0,2.0,1.0,0.0
7379,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
7380,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0
7381,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
7382,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0
7383,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
7384,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0
7385,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0
7386,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7387,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,9.0,2.0,1.0,0.0
7388,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0
7389,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,1.0,1.0,3.0
7390,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3009443128041729,0.058492993115073416,0.09510378247272398,2.0,2.0,1.0,2.0,2.197737025928902,1.0,0.0,1.394875525877906,0.7308411039038651,0.08472948686273662,0.6456059390674721,0.0,2.0,0.7679073342614151,0.46527043791062966
7391,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0
7392,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,8.0,1.0,1.0,3.0
7393,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0
7394,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.26365769023483404,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,0.7181035204244487,0.0,0.0,6.0,2.0,0.0,0.0
7395,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,2.0,1.0,0.0
7396,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
7397,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2544415076882953,1.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0
7398,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0
7399,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
7400,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,4.0,3.0,3.0,0.0,1.4271228947349506,0.0,0.08980221175966452,0.0,6.0,2.0,0.0,0.0
7401,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6514628318393066,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,9.0,1.0,1.0,0.0
7402,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,3.0,1.0
7403,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,0.0,0.0,1.4285559986972955,0.0,0.0,0.0,6.0,0.0,0.0,0.0
7404,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,1.0,2.0,0.0
7405,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0
7406,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,8.0,1.0,1.0,3.0
7407,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0
7408,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0
7409,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,9.0,1.0,3.0,0.0
7410,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0
7411,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0
7412,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
7413,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3305361321240521,0.035176900223580554,0.14057566016506765,3.0,3.0,5.0,4.0,2.134531439099562,0.0,0.0,1.3811302924797884,0.5934700703069855,0.14289999107946896,0.6406243731265582,9.0,1.0,0.0,0.0
7414,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3020615228126948,1.0,0.0,0.0,4.0,2.0,1.0,4.0,3.0,0.0,1.0,1.3588952518716675,0.0,0.0,0.0,6.0,2.0,0.0,1.0
7415,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
7416,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0
7417,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0
7418,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
7419,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7420,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,8.0,1.0,1.0,3.0
7421,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0
7422,1.5108112892697907,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,0.18814857288047288,1.0,0.0,1.0,1.0,0.0
7423,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0
7424,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0
7425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,8.0,2.0,1.0,0.0
7426,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,0.0
7427,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,3.0,0.0
7428,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,1.0,0.0,0.0,1.3439864519838831,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7429,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
7430,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,3.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7431,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3122593763279962,1.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0
7432,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0
7433,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,1.317612843026746,1.0,0.0,1.0,8.0,1.0,1.0,2.0
7434,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
7435,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.33630701281808795,0.0,0.0,0.0,5.0,4.0,5.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
7436,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,1.2673496150088857,0.0,0.21966832819693283,1.0,5.0,0.0,0.0,0.0
7437,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,4.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7438,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0
7439,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0
7440,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,5.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0
